,video_id,comments
594,enZQT7jgZaU,"['the intro sounds like Empress by Snow Patrol, i love it!!!!!', 'Nice', 'Best song of this album', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10\n3. Spring - 9/10\n4. England - 8.5/10\n5. Midnight - 9/10\n6. The Day i was Bord - 9.5/10\n7. American Town - 9/10\n8. When will i be alright - 9/10\n9. Amazing - 8.5/10\n10.', 'Best song of the album. This should be the single and will be a huge hit', 'Yet another banger from Sheeran!', 'This should be in the charts I love it and I love you Ed ❤', 'That could become the New imagine tje concept of the Song is really good when he Promoter it well . He could pull it off when he tries', 'RIP Jamal Edwards. We will fly high with you forever.', 'Ed is AMAZING 🤩! His voice is medicine to every illness! LOVE IT ❤️!']"
595,C54UkMr3Buk,"['Covered this 😎', 'me lately', 'Thank you\nFor\nGoing there... 😢 took\nThe words and say it like how it is.', 'Me identificó,  cada día  lo intento y al final siento que no fue suficiente. \nEse vacio en el alma, esa perdida de fe, de alegria, de esperanza. \nSe que todo pasará.', 'Love Ed Sheeran and love his music but just to Clarify God is always on our side ❤', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10\n3. Spring - 9/10\n4. England - 8.5/10\n5. Midnight - 9/10\n6. The Day i was Bord - 9.5/10\n7. American Town - 9/10\n8. When will i be alright - 9/10\n9.', '❤', '🔥🔥🔥🔥', 'I think i never will be alright.', ""Leah I'm so sorry for the stupid bickering. I'm just losing the battle to my mental health. Give me a chance to c""]"
596,OJ_0hACuwfg,"['I can’t. every time he says darling 😩🥰❤️', 'I love it, best song ever', 'My fav song by ed sheeran this year. My fav of all time is Castle on the Hill', 'Love this song💯', '👍', 'I love this song ❤❤❤', 'this song is a crime against music', 'AMO ESTE ÁLBUM, TE QUIERO INFINITO 🧡\nESTA CANCIÓN ES PERFECTA, SALUDOS DESDE COSTA RICA 💛', 'No good rubbish song horrbile', '♥️♥️♥️🎧🍀🥰']"
597,NpmQBfxtNyc,"['This is incredible🙏💙😢', ""My mom told me she has cancer and doesn't want treatment yesterday, my birthday is Sat. 🎉  this song is hurting my fweelings. 😖"", 'what a coincidence! its just my BIRTHDAY 08/11/2023 and its my first time listening to the song ❤\u200d🔥', '🥰', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10\n3. Spring - 9/10\n4. England - 8.5/10\n5. Midnight - 9/10\n6. The Day i was Bord - 9.5/10', 'Is this another album? 😅', 'Troppo bella! 😊', 'Actually the people who have birthday in winter are luckier than others. Because in winter, everbody is together in collages and universities. The celebration can be held easily after the classes. In summer, each member of the group spend time in their summer house in different cities, it is hard to collect people in one place.', 'Owwwww Edddd this hurts so relateable', '最高❤']"
598,F9F7yBREpSo,"['At midnight', ""This is my baby's song on the album😊"", 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10\n3. Spring - 9/10\n4. England - 8.5/10\n5. Midnight - 9/10', 'Suiiii', '""Coz even the worst days of my life will always end at midnight in your arms""', '3 weeks on,now I Know my Favourite... ""❤Midnight❤"" Beautiful Ed,True Love conquers all❤Music & Beat Love it.Another🍂Masterpiece Album🍂Congrats to All involved😊', 'Yeay! Finally a good lyric video clip! ❤', 'I named my son Midnight & listened to this at Midnight 😍 I am one of his fans! 🥰', 'i remembered midnights album by ts 😭🤏🏻💙💙💙💙💙💙💙', 'Beautiful']"
599,BRxVbJmlTSo,"[""Why don't you sing yet with Lewis cappeldi"", '🥰', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10\n3. Spring - 9/10\n4. England - 8.5/10\n5.', 'Hes singing about dungeoness. Ive been there so many times how cool is that', 'In my opinion this is the best album. It explains the story of his life and how he loves it.\n\nPhenomenal!!!', 'His music is great asf', 'Está canción es el mejor promocional para visitar England 🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f', 'Thank you Ed for this song about England! You describe it so well ! The lyrics blow me away. Your voice and the instrumentals.. wow! Really love your music \U0001f979 X', 'My mum knows where you live lol', 'Legal 😎😎😎🕊️🕊️💯👏🌟🇧🇷💚 2:07']"
600,6Ab4ipca54w,"['❤️❤️❤️', '🥰', '🥰', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10\n3. Spring - 9/10\n4.', '[tradução]\n\n Spring \n Ed Sheeran \n\nOnde estou com a cabeça? Perdi a coragem\nEste ano passou voando sem uma palavra\nEu tinha um plano de cruzar o mundo\nMas não saí desta ilha\nAs lojas fecharam e abriram\nEu disse que passaria um mês sem beber\nNão consegui, mas tentei, e escrevi isto bêbado\nEm um silêncio ensurdecedor\n\nE eu verei os meus amigos quando isso tudo passar\nMas até lá, estou aguentando até a primavera\nNão podemos deixar o inverno ganhar, por isso, estou aguentando até a primavera\nAh, olha o estado em que estamos, vou continuar aguentando até a primavera\n\nTrabalho remoto e feriados festivos cancelados\nA culpa é transferida pra preservar a imagem\nO cheiro da janta de ontem\nSó me diz que eu tô acabado\nAinda olho as séries que eles recomendam\nQue só ficam boas no final\nE posso estar mal, mas\nTalvez eu só esteja deprimido\n\nE eu vou me tratar quando isso tudo passar\nMas até lá, estou aguentando até a primavera\nNão podemos deixar o inverno ganhar, por isso, estou aguentando até a primavera\nAh, olha o estado em que estamos, vou continuar aguentando até\n\nOs dias de primavera, céu azul\nO gelo desaparece lentamente\nCruzou a minha mente ficar por aqui\nE esperar pela primavera\n\nNão podemos deixar o inverno vencer\nÉ por isso que estou aguentando até a primavera\nAh, olha o estado em que estamos', 'Bravo! 😁', 'Seasonal depression is real', 'My favorite seasons autumn and spring!! 💛', 'Yeay! Finally a good lyric video clip! ❤', 'Strangely, I like reading the comments under the songs because it makes me happy to see people experiencing similar feelings.']"
601,0kGHRnOGVoE,"['Beautiful', ""I'd love to hear a cover from Ed of I'm blue (da ba dee). An acoustic. For a second I thought this was it!"", 'Being unfathomably close to someone and then feeling them slowly drift away with no explanation is something I never want to feel again.', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10\n2. Blue - 9.5/10', '❤😂🎉 love this ed', 'This is my fav in his album, all I can say is ""DAMN"" 😂', '""slience ain\'t golden, it\'s only blue""', 'Great keep reading minds👏🏽😂💃🏻💃🏻💃🏻', 'f love this album, so awesome geez', 'Virgin Radio 95.9']"
602,0r00LHcejX0,"['cant describe this masterpiece', 'Demons is spelt wrong...', '👍', 'is this song about drugs x', 'OMG, why this is not trending yet??', 'very good one', '🍷', 'How you doing Ed ? Know the feeling ❤', 'Rating Autumn Variations:\n\n1. Plastic Bag - 9/10', 'Stop that Edie😭😭']"
603,ZRGuU45mfsU,"['I love it. It is always hot or hotter in Texas..USA', '❤❤', 'Lol ending.😂😂😂😂😂', 'Ed is just a vibe tho', 'Lenny!!! I love you forever!!!\n❤❤❤', 'Haha love it both so cool', 'Ed Sheeran is so funny', '""In England we call it Autumn""-Ed Sheeran', '🧕 😍 😍 😍', 'hilarious!']"
604,fQ3X309p04c,"['Rating Autumn Variations:\n\n1. Plastic Bag - 9/10', 'Stuck on loop! love this song! Amazing performance!', 'love you so much ed', ""I'll love and miss you forever beautiful blue eyes, there's no fear of death when the one true love has left. I'd give up forever just to know you will be loved forget"", ""Ed Sheeran's bad habits is on your parents phone, with a headline that says someone else is home, mabey she feels the same mabey I'm not alone, you're the best part of wherever you are, even though you are so very far, at least I know the direction to stare at the stars. Hope you don't mind me using your name and song name, she gave me the idea, I've always liked/loved your music, although I don't promote your music much I'd say it does an amazing job on its own. As for the person I love the most, you can send me Jane Arden's insensitive or Olivia Rodrigos vampire and all I will do is send you something nice or sweet back. 💙♾ N"", 'Bougie on a Budget Haul! SAVE YOUR COIN! #kisluxbag ', 'I have gone to your concert ❤️❤️❤️\u200d🔥❤️\u200d🔥💓💓💗💗💖💖💝💝💞💞💕💕💜💜🧡🧡🤍🤍💛💛💚💚💙💙', ""Can't wait to see you live in Gdańsk July 2024 ❤"", 'mi nombre completo es daniel eduardo genaro grancelli oliveira brother', '🧕 Hello 👋 😍 💖 🇦🇿 good songs for you to forever 😊']"
605,1UAdl_lyTSA,"['You ere My favorite Singer😍😍😍😍😍. I love Your songs. ❤❤❤❤❤❤❤❤❤❤❤❤', 'Que voz tan especial', 'Genial, cómo siempre eres impresionante!', 'I love your  song s❤❤❤❤❤❤❤❤❤❤', 'Uns dos melhores cantores do mundo', 'What a voice and what a feeling', '❤❤❤', 'Hes one of the good ones. And i dont mean just his music.  Real good dude🤘🤘❤️', 'Release the full performance ffs 😂', '❤❤❤']"
606,XKr46KMgLGQ,"['Love it..your amazing my beloved ED SHEERAN', 'bravo Ed, bravo 😍😍😍🙏🙏🙏', 'que emocao boa em', 'Is this Boris Johnson in his youth?', 'シーランさん\n最高です', 'Super cool, todo el amor !!!', 'Imagine him singing ‘Wake me up when (whichever month his dad or loved ones passes away) ends’.', 'Her memories of this will never fade like graffiti on an overpass', 'Can you play Perfect? Thank you ❤', 'Can you come to Guatemala?🥺🥺']"
607,CIc8fHhO5O0,"['Hoodies and beanies 4U, go wild. Autumn is coming https://es.lnk.to/autumnvariations/edsheeranstore', 'The fact Ed is one of the most famous and successful people on the planet yet still is just a random English guy in his heart is so funny.', 'Khalid2077/03/12👽🛸🗺️🗿', 'Khalid82 🧭🦻✍️👽🛸', 'Did you say SHIVERS??!!\n\nYou missed your calling Ed! (NOT!!!)\n\n💜💜💜💜💜', 'this was hilarious and i love the new album', 'Day 17 of asking Ed d to do a concert in Phoenix', 'I loved the beanie', 'Thanks Ted, now I can add another autumn hoodie to the 100ft pile, and cover my balding head by becoming green bean 👍', 'https://youtu.be/5P77bUdE4p4?si=Uco8UF5adbYxWPzH']"
608,m9JM-a5AH54,"['I’m glad you dismissed the kid who wanted your signature on his arm—no one should have that kind of legal bond.', '❤', '🧕 😍 😍 😍 😍', '❤❤❤❤', 'Love your charm, Ed', ""I'm your biggest fan 😅"", 'I wish I could go there', 'Only if I were there 😭', 'You are so amazing  ❤', 'Love English girl inAmerica town❤!']"
609,1btffD7DYVQ,"['Eres increíble,❤❤❤😂😂😂', ""❤I love you ed and I don't know what I'd do without your amazing voice. You are truly the best singer ever!!"", 'Goosebumps God Bless from the US❤', 'Ed rocks', '🧕 😍 😍 😍', 'Love this song ❤', ""That's so freaking pretty"", 'This video is so heartwarming❤ keep up the great work Ed!❤', 'Ed makes me happy; instantaneously', 'Shivers 😢']"
610,e_irHEmAkgw,"['#Scarlet1461', 'Ya just pick me 😅😊', 'Omg omg', 'ME 😁❤💫❤😁\n@lachaparritamaravilla', 'Me from Australia aliesha sloan', 'Your amazing you really are xxxx', '@raghavrishi8450 - I am tagging myself. PLEASE CHECK ME OUT! would love to be a part of this', '@mumbo', 'You ed❤', 'Hi I really like❤']"
611,ebME9ilsuIE,"[""Not for nothing I like ed sheeran but I do not want him showing up at my wedding....\n\n\n\n\nI'd prefer my new wife not be thinking about another man on that particular night. 😀"", 'UH UH', 'Best ever wedding gift 🎁', 'Geeze….. Ed you are truly 1 of a kind. God bless your heart.❤', 'How beautiful ❤️❤️❤️❤️❤️❤️', 'Is this real, i mean i am in the first 500 comments... wow', ""He should have at least won a tuxedo it's a wedding damn it"", 'Egy öltönyt felvehettél volna', '😅oh man', ""This is realy magical, that's for sure! ❤🎉😊""]"
612,OInmZ2ueHtU,"['He is awesome 😂', 'Couch is small ...i got pillows.', ""It doesn't seem he is the most demanding attendant ❤"", 'I would have any food and dessert you like waiting for you but if it’s a surprise then we can order food', 'Whata guy!!!!', 'He has a good spirit and isn’t afraid to share it❣️❣️🥰', 'I wouldnt mind 😂', 'I would love that', ""That's  funny!!!"", 'I love you so very much Ed \nEd Sheeran']"
613,oQlrMB2hVpI,"['🥰', 'Fantastic performance!Thank you so much Ed Sheeran.🎬👌👍❤', 'You are very creative and you always think out of the box.', 'Not happy, I bought a CD from your shop, and both variations from iTunes. I do not need more records, I don’t even have a record player. In this Ad and the colouring book (sold out) you say very clearly that bundles will be available in their parts. I just want the stickers. I went for the Blue Cookie Ed, the sticker sheets and a colouring book. I got a reply from THE ED SHEERAN STORE saying ED made a mistake, bundles can not have their contents split. So no stickers, no colouring books, WTF. 😢', 'what even was that? My ear is bleeding after listening to the album', 'British doing American things 😂', ""He's got the dad jokes down! 👍"", 'Como fazer marketing com Ed Sheeran:', '😂❤❤❤', 'I thought his next album title is Pi.']"
614,Fy8gsjg-ghY,"['Hearing him curse is weird', 'I loved  that song love Ed Sheeran soooo much', '🧕 😍 😍 😍 😍', 'Nice', ""I was there and it went so fucking crazy when Mack came out, that's some heart for the city!"", 'So SICK!!!😮', 'i was there and holy shit nobody was expecting that. we all went crazy and im pretty sure they could hear us all the way at my house (an hour and a half drive away)', 'I WAS THERE', 'Always covering my fav song! ❤', 'Amazing I love you guys']"
615,Sv1Gi_RNod8,"['❤❤', 'Wow at the people at all his shows its awesome love seeing him in action in his shows😚🙈😘😁😍❤❤❤❤❤💯💯💯💯💯❤❤❤❤❤💯💯💯💯💯💯💯💯❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Love this song 🎶 🎧', 'My first concert and so happy that was it', 'Love this song cc', 'Was so happy to be a part of this! Keep up the amazing work!', '❤', 'That was the concert that I went to it was so fun 🤩 and I herd that you might make a country album', 'Is it was in Frankfurt Germany I was there it was the best ever ❤️❤️', 'Best song EVER! Keep up the great work Ed we love you!❤']"
616,eSWO347Fx4Y,"['😂', 'Ed eres único quisiera ir de fiesta contigo y ti esposa 😅', 'He could’ve just done like two coffees for the photo shoot and left😂 he didn’t need to work a whole shift', 'SLAY😊', 'If I was there I would ask him to sing for me 😂❤', 'My mom went to your concert yesterday in Vegas', 'When your in the dark with a lot of people throwing all kinds of different rumors out there it leaves you still in the dark for most of the journey', 'Ed, no dia que você vier ao Brasil venha até minha casa, é humilde mas tem muito amor.', '#free_palestine', 'I would make that my middle name and frame that cup forever and if i die i want to be put on my grave...like for reallll ❤❤❤❤']"
617,fr6ybg4Ljf0,"['Autumn is the only thing 😬', 'Genius ❤', 'He’s so fun!!', 'E un bravo cantante e simpatico ❤', 'Congrates Ed soooo happy for you ❤❤❤❤❤❤❤❤❤❤❤❤', 'Awwww sooo proud for you and of you Ed', 'You are awesome!!! I can’t wait to hear it. God bless you and your family.', ""🧕 😍 I'm so happy for you to forever 😊 my dear brother"", ""My daughter's name is Autumn. She is 16 this year. Both of us r big fan of yours. Hope one day u'll write a lovely song titled Autumn"", 'Love every single song this guy makes ❤❤🍂']"
618,0Y62PfkXldg,"['So..... is getting railed out of the question 😶🤭😘😆', 'What awesome talent 🎉❤', 'Shivers', 'I’m your biggest fan', 'Sing Sunburn!', 'Wish this comment would catch his eyes 😊 am crazy with ""How Would You Feel"" nowadays\n\n❤❤❤', 'You are the best ed! Please could you sing shivers now? I love you❤', 'Give me love..... castle on the hill....dive❤❤❤❤', 'ENGLAND', '❤❤❤❤']"
619,wufYS3P407A,"['Autumn Variations out September 29th x https://es.lnk.to/autumnvariations', 'Why is he being funny.....', '🥰', 'Funny love it 🎉', 'Boa volta amém parabéns 👏💚🇧🇷😎🕊️👍 0:52', ""I just wanted to know if there's a new album and got this HAHAAHA XD"", 'Better call Saul 🤳🤳', ""Great hes probably going to drop his wife and date courtney cox.. if he does then that's 100% stupid.. what's the point of famous people dating or getting married if they cant last long. What happened to being together until your old and grey."", ""You are so hilarious!!!The funny thing is - I hate summer. Don't like spring much either. Any hot weather. I love Autumn, at least once it starts getting cool. Winter is my favorite. Love ya!"", ""We don't have seasons in Venezuela, but I love the beautiful colors of the autumn!!!! It's always hot and sunny here! 😄""]"
620,OoddUTskqL8,"['Autumn Variations out September 29th x https://es.lnk.to/autumnvariations', '🥰', ""🧕 👋 I'm so happy for you to forever 😊"", ""Yeah ... sounds good ... Luv White Slop ... as much as my songs on You Tube ... hahahaha ... 'Space Buoy - Beam Me Up (Far Away Aliens)'.... Magic."", ""Take all my money !! I'm living France for this plan ! Where is the Autumn right now ? where ? :("", 'Been all around the world where its more sunny(?) And ""nicer""(?), Ed still embrace his Britishness.', 'Send me all your rain, your dark, cold weather! I love it!!!\n\nSlop! 😂😂😂', 'Where’s my slop', 'Singer songwriter becomes a copywriter', 'Day 14 of asking Ed to do a concert in Phoenix']"
621,XcOYFIry8PI,"['Iam nervous💯💯💯❤❤❤❤❤❤', 'Sounds like fun lol', 'Ed is the kind of dude who you expect to be at every party no matter who is throwing it because he’s cool with EVERYBODY and appreciates every culture, both musically and in general.', 'I just went to Colorado to see you Ed at your concert and I tried to make you notice me I really hope you read my comment and reply back to me', 'Lovely Ed❤❤', 'No way he’s a sp fan- 😭😭', ""Ed, you're nerd and big fan of South Park😃👍 because I'm a nerd I watched South Park and I really like it 🤩👍"", ""That's 10 mins west of me!!"", 'My first ever concert was so cool cus your my favorite singer and it was in Denver', 'Omg ed I can not be I love love ur song perfect I got 2 CD']"
622,2UdRmfaeN-c,"['i love ed sheeran he cute', 'My name is Ed', 'I WAS THERE RIGHT BEFORE THIS 😭😭😭', 'i wish i would of know damn i love you', 'Wtf I’m mad I didn’t know he was here I live like 4 minutes away from moa', 'Slay I live i Minnesota', 'I honestly greatly wanna meet Ed personally someday', ""OMG it's Ron Weasley."", 'I’m a Minnesotan I wish I was there that day you are my life.', 'Pov : the 1 day that you skip the mall with ur mom']"
623,7gZBrFbU0UU,"['Ed Sheeran is the perfect pop singer-songwriter.\U0001f979', 'Cualquier sitio es bueno para ponerse a cantar ❤❤', 'I love this song so much ❤it’s my favorite song', ""Can you sing 'I don't care ' please ❤😢"", 'Can you sing shivers', 'Omg... That was beautiful', 'Lindo esse menino 😍 voz incrível!👏👏👏👏adoroooo', 'Great use of acoustics lol❤', 'My fav song is castle on the hill and I love it so much ❤❤❤❤❤❤ plz do it Ed I was at ur concert 🎵🎵🎵🎤🎤', 'Can you sing Dive please? 💕💕']"
624,bpxV_EVtKog,"['Ukraine ❤❤❤', '“If you wanna hear his heartbeat stfu” had me deadddd', 'I love him', 'what the heck\ned', 'That woman was being a bit abrasive.', 'The whole video be like ^*+BeEeEeEeP+*^😂', 'Hey Ed you can you make me a hotdog 🌭 please sorry about that lady who made you so uncomfortable 😳 but I would love it if you made a hotdog 🌭 for me', 'Mister sharon I need a favor would you do careless whispers the george michael song appreciate you', ""Why is it that fluffy people are always the funniest? 😂\nI've never met a fluffy anything that ain't funny as fuck. 😂"", 'Oh and Ed can you tell everyone to shut up and tell everyone stop making small spaces because I hate my spaces and tell everyone to be quiet otherwise I will comfort them otherwise I will still there heart * in a Demon way but in an angel way but she said sorry but she’s a chatterbox*']"
625,pJL_bI18FE8,"['Keep pushing.... your shared music is new ... always gold.... please keep collaborating ❤', '@EdSheeran, Can you play with @henrylau too?', 'ur drumer mark yeh my dad has the same name and he also plays the drums but he thinks ur music is crap but I love ur music keep doing what ur doing ed', 'I really dislike the tiktok voiceover……… muted video instantly', ""Y'all need to add a French Horn to your band fr fr"", 'Jhon tried to do the thumbs up but it paused too soon 😭', 'Name: there’s a lot 😂', 'Drummers ❤😘', 'Perfect band!🎤🎸🎹🎶🎨🎨🎨🎨🎨🎬', 'Wait a sec.... i realized im too addicted to ed when i recognized ashton from his cover of Dirrty...dayum i need help']"
626,anVIedxsutE,"['32:00', 'Do you have any idea how happy you make these couples when do this as much as I watch you these couples shine soooooo bright while u are ssinging for them I fucking love you so so much ed', 'Ed you have the best voice ever!😊', 'Amazing', 'Your one my favourite singers', 'i went to that it was an  anamzing concert my first', ""He's the coolest celebrity ever"", 'Best concert ever. Best night ever. It was so much fun. I’m really glad I was able to go. I am definitely going to the next one. ❤', 'Love your music so much thank you for the amazing Tennessee concert', '😜🤘🏻💯']"
627,CSXgSHz2mO4,"['Thanks.  Detroit a forgotten city 😢', 'No veo el momento de verlo,en directo, si viene por Madrid, espero que sea pronto!', 'Ed needs to make another song  with tay again they should really add Eminem in it too', 'Nothing beats Dido, but Ed did an amazing cover of her part', 'The Greatest Of All Time', ""You've rode the ranks with class and great songs.  This was such an epic moment.  You had to be losing your mind watching Em perform that night alongside you."", 'Cool', 'Babe you make any concert amazing ❤❤🎉', 'Oh my god ❤', 'Im soooo thankful I got to see this and witness this its awesome ❤❤❤❤❤❤❤❤❤❤❤❤❤❤']"
628,JM-3mexS92o,"['😍😍😍😍😍😍😍', 'Salt water please 🙏 💙💙💙', 'Es genial,', 'Shivers ❤', 'Give me love please ed ❤', 'I love shivers!🇦🇷🙏🏻❤', ""You could sing a menu and it'd be beautiful. Just sing what you love. We will listen❤️❤️❤️❤️"", 'Salt Water Please', 'Friends from Multiply.', 'Share the Land by The Guess Who']"
629,xDWvkOZgHhE,"['Love it.!!!', 'Cuando pagas por uno y te salen dos uffffddd😊', 'Just ❤', 'Sheeran is awesome on the “Stan” cover.', 'Sorry but I think eminems better solo on this song', 'Bravo !!! ❤ EMiNEM Go Go Go !!! Super !!!', 'Detroit means EM❤️ \nThe Goat 🐐 of the rap game', 'Musically, this sounds terrible....', 'I would lose my mind', 'Best concert of my life just waiting to get eras tour tickets 2024 Canada']"
630,SxxBpGag4tA,"['❤❤❤❤❤❤❤❤❤❤❤ love yoouuu\nI wenn to a concert 2021 in Vienna 🎉🎉🎉🎉🎉🎉', '❤❤❤ I love youuuu\nI wenn ti a concert in 2021 it Was sooo amazing🎉🎉🎉🎉', '😊😢🎉🎉🎉🎉🎉🎉🎉', '😲', 'Can’t believe I got to go to his comcer', 'I was there :) History and Roger Center', 'I LOVED your concert it’s was so much fun❤ and you’re so talented with how you do your beats with your feet it that petal board so awesome 👏🏼 I went on aug 5,Kansas city 2023', 'I love Ed I saw him at Gillette stadium 😊❤', 'I LOVE YOU ED❤', 'WOW 😳']"
631,9wAZbIFcd4k,"['We should all be so thankful for his contribution. Enjoy life everyone.', 'I love this song ur voice so amazing Ed Sheeran 😏😊💖', ""Thank you so much we needed that for this morning Tuesday Oct 17th 9:04am beautiful day melancholy moods but the sun OMG couldn't you. Nether could I. Another Indian summer falls from the sky and once again, reider ate on a common level I only comment to thank you. Simple plain melancholy with out no  beveled"", '💔💔💔💔💔💔💔💔💔💔💔😭😭😭😭😭😭😭😭😭😭😭', ""I just like Ed's music videos without listening it bcz my heart says its an another hit 💀"", 'Respect! ✌️🥂🙏🏻🎤', 'Oliver Tree has a video called this', 'sigh 😔🌬️💨', 'My daughter while living in London lived very close to Ed and shared the tube with him many times.  She never spoke to him because she wanted to respect his privacy and normal life.  He’s an amazing vocalist.', 'such a gem 😥']"
632,XC-pSgnJS3I,"['❤❤❤❤❤❤', 'He really gives back to his community  ND help brands boost sales', ""That's too funny Ed. Love ya _ Wanda Jane"", 'Can you ever come to New York your my favorite artists', ""Ed, you're so cute out in public! Absolutely genuine and humble! We love you, beautiful soul! ❤❤❤❤❤"", ""you're the fvcking best my dear <3"", 'Saw Ed in Pgh for the first time live!!!!  Loved it!!!  Thanks for the memories!', 'First concert loved it and nothing with top it thank you Ed for the best experience, also my grandma was loving it and stood for the whole 10 hours❤ love you and Cherry can’t wait to hear the next album and I’ll be at that concert to see it😊 Steelers jersey was a plus', 'Ed sheraan great chef 🍕', 'Yo quiero. 😅']"
633,kt-PLpewnbA,"['❤ we love him❤❤❤', 'Tingly ted makes your toooongue tingle', 'Why is it called tingly Ted???', '❤😂', 'You have a girlfriend', 'かわいい', 'Ted the James Franco duck? Duck? Goose? Egg? Easter? Jewish? Nahhhhh zzzz', '@jhaber1609 its friday august 4th 2023 and here I am', 'Traebrice❤', 'Traebrice❤']"
634,b0Qg3_E9KJY,"['😂Edd hlas od boha aky kedy som počula ❤❤❤❤❤❤❤❤❤❤❤❤', 'I love this song', 'Muchas gracias!! I love you forever 😍', 'Really love this song!!!❤❤❤❤❤❤🎶🙌💯✨✨', '✨', 'Wow beautiful ❤', 'gracias te amo mucho AAAAAAAA', 'This masterpiece is soooo goood, muchas gracias por pensar en nosotros ed <3 Peru loves you teddy', 'Can have French one', ""Cancel Ed Sheeran has been a big part of my life I listen to almost all his songs and I I memorized your remember when I saw you leave that dress looking so beautiful I don't deserve this don't you perfect tonight and and I love that that you can just put all your feelings into your songs even when it's hard for you to still sing and sharing you are the bomb thank you for giving me strength so I'll keep dancing with ice clothes""]"
635,lWGa21fHYwo,"['Muy feliz por este gesto. Gracias.❤🎉', 'Ocho', 'Azul', 'Mannana', 'Por que', ""Sup can't speak spanish😮"", 'Sunshine = luz del sol', 'Thank you for the surprise amazing', ""Almost August 5th! Kansas City here we come. Can't wait to celebrate 50 years together listening and seeing Ed performinf in person!"", 'Essa música é muito lindaa ❤❤']"
636,_icPRqzFFCc,"['Ai que legaaal', 'Love from Brazil!!!', 'Reino Unido 🇬🇧', 'Você é o melhor, Ed  😍💗😘', '✅', 'BRAZIL ❤❤❤❤', 'Yellow and the picture IS Amazing ❤🎉🎉', 'Exclusivamente 26 de agosto de 2023', 'Meu Deus pra quer tradutor, se a perfeição do cantor já nos da a letra traduzida 😍❤️❤️', 'Duplas Influentes']"
637,qbIr7vcBec0,"[""Another masterpiece like always, making great music's"", 'Thank you dor te português videos ❤', 'Nós te amamos Teddy. Por favor venha ao Brasil.', 'O mundo fica melhor com a voz e as palavras dele.', 'Amo essa música', 'Hi Ed Sheeran good luck kind first best better friendship 😅😅😅😅', 'Definitivamente a melhor música desse álbum tão maravilhoso junto com Sycamore, seloko o Ed canta demais.', 'Meu Deus como eke é perfeito ❤', 'Obrigada por esse presente!!! Vem para o Brasilll 🇧🇷❤', 'Wow😢love']"
638,3UaUbc79lt4,"['🌄💒❤❤❤❤❤❤❤❤❤❤❤❤❤❤🐼🐼🐼🐼🐼🐼🎠🎠🎠🎠🎠❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'You need to record it with them', 'THE  MEGA  MUSIC  ROCK  STAR  IS EDSHEERAN  ❤❤❤U', '❤❤❤❤❤❤❤❤🙏😭', ""I'm from boston"", 'hes coming out with a new one called atume variations', 'OMG i saw u that night i was at gillet stadiam july 1st 2023 and btw that was my first ever concert and im 9 and a half', '❤😊', 'On your morning off your still giving back to the people. You little ginger legend 👊👊', ""Now u see why all of us moms just love him.  He's still my FAVORITE voice songs out there.   Hey Ed 😊 I would love to b the coolest mom ever.  Haha if u ever in Calgary ALBERTA.  Please please.  Would love to take my kids. Been on hard times. ❤❤❤""]"
639,sVMo1DxMQzs,"['thank you editing for being with animals❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Frank said Ed', ""Who said kitten that's gross,  it's called grooming"", 'Me love cats ❤❤❤❤❤❤❤', 'You know I absolutely love your songs, but I am fan of the person you are', 'EDSHEERAN  ,THE  MUSIC LEGEND OF THE  CENTURY  ❤', '“I’m a big cat person”… so am I Ed', 'Люблю вас і котів ❤❤❤❤', '❤', 'Iv got 4 cat', 'Love you Ed Sheeran best singer']"
640,3rdqNXlY6O0,"['🥰', 'This man could sell paper in a dark ally and people would buy it...... and yes I would buy paper from him 😂', 'The edible hitting hard this morning lol', 'Hhmz..\nYummy 😋😂❤', ""'Promosm'"", 'Looks like some good stuff mixed with some shrooms', 'wait....whats dripping on the taco?', '🤣🤣', 'Lucas really wants to try this sauce he was looking for it the other day when were in the sauce section of the grocery store 😂🤗👊', 'Does anyone knows were can get that deliciouse looking sauce 🤤 haha seeing Ed Sheeran and Ted trippin makes me laugh everytime 😂']"
